NAME,POS,G,A,+/-,PPP,SHP,SOG,HIT,BLK,W,GA,SV,SO,OTL
Noah Ostlund,C,15.265606660645519,21.585514209810313,2.2325389855628894,7.268610728715981,0.9710191307943546,94.89689010353754,24.727757438700657,52.18327981773049,,,,,
Albert Johansson,D,3.2291574224057413,8.950123101806723,-3.405155943028167,0.06599609436299916,0.8444221288687862,59.97886857224903,65.72973429619923,89.37922668109447,,,,,
Emil Martinsen Lilleberg,D,2.8115391269319456,13.709090095876856,5.734191936891078,0.042122036892546205,0.2219765233774072,56.853222442473886,109.75773171038657,67.74338739965444,,,,,
Jacob Fowler,G,,,,,,,,,15.79204834606329,88.363395417813,760.202173490622,1.373036590079088,3.55198791348417
Oliver Kapanen,C,17.404578500655727,15.274968707657404,0.7584143653574182,2.1696818576662444,2.0180999692873325,120.70849185241032,38.09852227246624,56.49836986764941,,,,,
Shakir Mukhamadullin,D,4.561702094776556,9.616227912833518,3.4201273614923693,0.14100999140663542,0.09764450034592399,58.43922749100983,53.08402661461736,77.78219389274068,,,,,
Emil Andrae,D,3.0156782384549263,11.371162302771417,2.191855559955043,0.13304965754366518,0.08700748397410134,56.1233359497809,81.74593782593489,78.75437852968267,,,,,
Justin Barron,D,3.742954157122845,9.860651177874514,-2.9281704584486543,0.4622759120047409,0.08445164766127465,57.88694914256537,70.25756724033741,80.98425613451133,,,,,
Jordan Staal,C,15.67004588439829,19.314291540274077,5.6543376484901655,1.3893116716636813,1.707443115912566,114.269505196098,159.17927801313317,49.79537865453418,,,,,
Frank Vatrano,"LW,RW",14.425935266471852,14.467364197201771,-5.039659680523412,5.338067830117586,0.6496359282779249,162.24037811480417,129.5241406562191,48.890104788328536,,,,,
Simon Benoit,D,1.1418070236251983,8.002604906273046,-2.006353264255556,0.010920543175107225,0.22853034360879967,57.73029759017898,174.5540622358126,106.45797532262468,,,,,
Brayden Schenn,"C,LW",15.9243664404132,22.550109523288306,-5.127699789267621,6.0219322874562575,0.03556860841110758,119.19321121555743,171.82979494579595,41.66627314438272,,,,,
Emil Heineman,"LW,RW",18.78709388911065,12.866335935691895,-5.1955017242459665,4.516834211363561,0.25270155532925626,147.83086472022947,214.7975694938542,47.559999417704304,,,,,
Oliver Bjorkstrand,RW,12.564478230818391,21.82827048309001,-0.8804193832721751,6.1297311344488,0.0,134.96307724744997,92.72092869825649,40.39452628422278,,,,,
Alex Iafallo,"LW,RW",14.006680920612544,17.832807771744648,0.6982896047597725,6.997895120957472,0.499271453920016,126.54581473333168,106.03465115506505,59.63267398201168,,,,,
Casey Mittelstadt,"C,LW",15.40990040196463,27.412912083669593,-1.6517449126011563,7.864874419779423,0.01105493822384743,98.43179987709709,33.89745527636538,28.339306443287914,,,,,
Zachary Bolduc,"LW,RW",16.74269840909435,19.00823434674173,3.879919302630534,7.435999083099752,0.007374810469391664,116.65354730085993,149.7169818227808,43.081041721075685,,,,,
Jacob Bernard-Docker,D,2.668812475175592,8.536882330781767,-1.2700510829154399,0.027947915384588927,0.19269769209892976,51.92062297290307,76.54003479805517,92.50478304259542,,,,,
Cole Sillinger,"C,RW",10.96481405174705,23.735344645871663,-0.3120661334710624,0.8483818253856648,0.7280402186090237,133.9556540021934,98.88362997167326,43.35539213585193,,,,,
William Karlsson,C,13.042805646626723,17.684149727447416,3.558221790797358,2.8627180858638934,1.9046225402576977,131.9931490859106,35.975090594161706,45.82865589030498,,,,,
